Time (min),Intensity (a.u.)
0.016666668,492.1131897
0.050000001,489.7512817
0.083333336,487.4037781
0.116666667,485.4881287
0.150000006,485.9749146
0.183333337,489.7775269
0.216666669,487.7750854
0.25,485.6243591
0.283333331,485.9196472
0.316666663,485.84021
0.349999994,482.9961243
0.383333325,483.8410339
0.416666657,484.6546631
0.449999988,485.7264709
0.483333319,486.0319824
0.516666651,486.4822693
0.550000012,484.8438721
0.583333314,484.2158203
0.616666675,485.774353
0.649999976,484.8675842
0.683333337,483.3452759
0.716666639,483.0863037
0.75,483.7887878
0.783333361,487.205658
0.816666663,486.5122375
0.850000024,485.4030457
0.883333325,486.7538452
0.916666687,485.5525818
0.949999988,487.2904358
0.983333349,486.2236938
1.016666651,486.5334473
1.049999952,486.1011353
1.083333373,485.5057373
1.116666675,485.5418396
1.149999976,486.1498413
1.183333278,486.3197327
1.216666698,486.6964111
1.25,487.8013306
1.283333302,486.7725525
1.316666722,486.3876953
1.350000024,486.4783325
1.383333325,486.9883728
1.416666627,487.3901672
1.450000048,487.0098267
1.483333349,486.4945374
1.516666651,486.5464172
1.549999952,487.1916504
1.583333373,487.322052
1.616666675,489.6903992
1.649999976,488.7755737
1.683333278,488.3853149
1.716666698,489.2387085
1.75,489.2328186
1.783333302,489.6902161
1.816666722,490.4193115
1.850000024,490.3694153
1.883333325,489.7419739
1.916666627,489.3448181
1.950000048,489.6858826
1.983333349,489.7079163
2.016666651,490.3026428
2.049999952,489.6506653
2.083333254,489.3661804
2.116666555,489.4548645
2.150000095,489.9548035
2.183333397,490.3465271
2.216666698,490.6721191
2.25,491.5147705
2.283333302,492.4725952
2.316666603,491.7748718
2.349999905,492.6875
2.383333445,493.2792358
2.416666746,493.0021973
2.450000048,492.9007874
2.483333349,493.6438904
2.516666651,493.2853699
2.549999952,494.6368713
2.583333254,494.4104004
2.616666555,493.0498352
2.650000095,494.0299683
2.683333397,493.94104
2.716666698,494.2962341
2.75,494.2587891
2.783333302,494.4400024
2.816666603,494.7830811
2.849999905,495.3766479
2.883333445,494.9194641
2.916666746,494.6392822
2.950000048,494.6557312
2.983333349,495.2068787
3.016666651,495.2709961
3.049999952,495.9747009
3.083333254,496.1810913
3.116666555,496.4901733
3.150000095,497.4501343
3.183333397,496.2655945
3.216666698,498.0706787
3.25,497.350647
3.283333302,497.7624817
3.316666603,497.7398682
3.349999905,498.6168518
3.383333445,498.1269226
3.416666746,498.4924927
3.450000048,498.9533386
3.483333349,499.0888672
3.516666651,499.5221558
3.549999952,499.2818909
3.583333254,500.1663513
3.616666555,499.7932739
3.650000095,499.8416748
3.683333397,500.125946
3.716666698,500.427124
3.75,499.8304138
3.783333302,500.119751
3.816666603,499.9398193
3.849999905,500.662384
3.883333445,500.4463196
3.916666746,500.607605
3.950000048,501.1608582
3.983333349,501.1138916
4.016666889,501.2709351
4.050000191,501.777771
4.083333492,501.3218384
4.116666794,502.0479431
4.150000095,501.4393921
4.183333397,501.760498
4.216666698,501.9700623
4.25,501.9798889
4.283333302,502.5691528
4.316666603,502.348175
4.349999905,502.3437805
4.383333206,503.3120422
4.416666508,503.1131592
4.449999809,503.6788635
4.483333111,503.242981
4.516666889,504.5112305
4.550000191,504.5608826
4.583333492,504.0991821
4.616666794,504.5129089
4.650000095,504.1446533
4.683333397,504.9867554
4.716666698,504.6612549
4.75,505.2708435
4.783333302,504.891571
4.816666603,504.9781799
4.849999905,505.0032043
4.883333206,505.5860291
4.916666508,505.379364
4.949999809,506.4526672
4.983333111,506.019104
5.595520973,643.9906616
5.628854275,645.3338013
5.662187576,645.5578613
5.695520878,645.7935181
5.728854179,644.7116699
5.762187481,643.9827271
5.795521259,643.9368286
5.828854561,641.8101807
5.862187862,642.3527222
5.895521164,642.0587769
5.928854465,641.8479614
5.962187767,642.1337891
