Time (min),Intensity (a.u.)
0.016666668,301.2496643
0.050000001,300.8261108
0.083333336,300.8404846
0.116666667,301.7095947
0.150000006,300.6664124
0.183333337,301.9327393
0.216666669,301.4868469
0.25,301.7611694
0.283333331,301.8556824
0.316666663,302.5858765
0.349999994,302.8643494
0.383333325,302.9299011
0.416666657,303.0662231
0.449999988,302.76651
0.483333319,302.8617554
0.516666651,303.0184937
0.550000012,304.5307617
0.583333314,303.9945679
0.616666675,304.5442505
0.649999976,304.7674255
0.683333337,304.707489
0.716666639,304.7089844
0.75,305.4445496
0.783333361,305.7496033
0.816666663,305.0325317
0.850000024,305.2091675
0.883333325,305.1712952
0.916666687,306.3125916
0.949999988,306.3234558
0.983333349,306.6607056
1.016666651,306.4162292
1.049999952,307.3611755
1.083333373,307.6802979
1.116666675,307.3066711
1.149999976,308.15448
1.183333278,307.6956787
1.216666698,307.5807495
1.25,307.7871704
1.283333302,307.7325745
1.316666722,308.151886
1.350000024,307.8670959
1.383333325,308.0843811
1.416666627,308.6155701
1.450000048,309.4614258
1.483333349,309.6859436
1.516666651,309.7585144
1.549999952,309.5585632
1.583333373,309.404541
1.616666675,309.5859375
1.649999976,310.2546082
1.683333278,310.3100586
1.716666698,310.1912231
1.75,310.3141479
1.783333302,311.4728394
1.816666722,310.9067078
1.850000024,310.9818726
1.883333325,311.2813721
1.916666627,311.4626465
1.950000048,311.6948853
1.983333349,311.8699341
2.016666651,311.6066284
2.049999952,312.3198547
2.083333254,312.0921021
2.116666555,311.9596252
2.150000095,312.7919312
2.183333397,313.0672913
2.216666698,313.0948181
2.25,313.3729553
2.283333302,313.497345
2.316666603,313.982666
2.349999905,313.5533752
2.383333445,313.0320129
2.416666746,313.6855164
2.450000048,314.0718079
2.483333349,313.792511
2.516666651,314.0691528
2.549999952,314.7165527
2.583333254,314.6062622
2.616666555,314.9315491
2.650000095,315.464386
2.683333397,315.18927
2.716666698,315.4513245
2.75,315.8838196
2.783333302,315.3437805
2.816666603,315.2248535
2.849999905,315.7853088
2.883333445,315.5918579
2.916666746,315.5324097
2.950000048,315.7947693
2.983333349,315.7692261
3.016666651,315.884613
3.049999952,316.3542175
3.083333254,316.4323425
3.116666555,316.5223694
3.150000095,316.6223755
3.183333397,316.9698486
3.216666698,316.6763306
3.25,317.2445068
3.283333302,317.2649231
3.316666603,317.3567505
3.349999905,318.4201355
3.383333445,317.5022278
3.416666746,318.1167908
3.450000048,318.0245056
3.483333349,317.9022522
3.516666651,318.6130371
3.549999952,318.2662964
3.583333254,318.0609741
3.616666555,318.3016968
3.650000095,318.5238953
3.683333397,318.8370972
3.716666698,318.7791443
3.75,318.2353516
3.783333302,318.6375427
3.816666603,319.1147461
3.849999905,319.4998474
3.883333445,319.6483154
3.916666746,320.2278137
3.950000048,320.3395386
3.983333349,319.8871155
4.016666889,320.202179
4.050000191,320.0664063
4.083333492,320.2913513
4.116666794,320.5534058
4.150000095,320.2684326
4.183333397,320.104126
4.216666698,320.2529907
4.25,320.0509949
4.283333302,320.3043518
4.316666603,320.5135193
4.349999905,320.3389893
4.383333206,320.4632874
4.416666508,320.8375854
4.449999809,320.8568726
4.483333111,320.7524414
4.516666889,321.4899597
4.550000191,321.137085
4.583333492,321.4645081
4.616666794,321.4672241
4.650000095,321.5924377
4.683333397,321.4839478
4.716666698,321.7583618
4.75,321.9645996
4.783333302,321.8740234
4.816666603,322.1140137
4.849999905,323.0581665
4.883333206,322.5497131
4.916666508,322.3370056
4.949999809,322.3644714
4.983333111,322.8110046
5.568479538,351.4455261
5.60181284,351.203125
5.635146141,350.7437744
5.668479443,350.441864
5.701812744,350.9923706
5.735146046,351.3096008
5.768479347,351.0890198
5.801812649,351.1074524
5.83514595,351.3103027
5.868479252,351.2377014
5.901812553,351.062439
5.935145855,351.1289978
5.968479633,350.8743591
6.001812935,350.801178
6.035146236,351.4218445
6.068479538,352.1102295
6.10181284,351.8749695
6.135146141,351.3537598
6.168479443,350.9476624
6.201812744,351.296051
6.235146046,351.2926025
6.268479347,351.7124634
6.301812649,351.7075195
6.33514595,351.6925354
6.368479252,351.8671875
6.401812553,352.1628723
6.435145855,352.5621033
6.468479633,352.7155762
6.501812935,352.2142944
6.535146236,352.1606445
6.568479538,352.2791138
6.60181284,352.1818542
6.635146141,352.0061951
6.668479443,352.355835
6.701812744,352.2399597
6.735146046,352.2589417
6.768479347,352.1325684
6.801812649,352.2140808
6.83514595,352.850647
6.868479252,352.8560181
6.901812553,352.7046204
6.935145855,352.165863
6.968479633,352.9060974
7.001812935,352.8336487
7.035146236,352.5162659
7.068479538,353.2320557
7.10181284,353.5583801
7.135146141,353.7288208
7.168479443,353.7144165
7.201812744,353.8810425
7.235146046,354.3351135
7.268479347,354.4484253
7.301812649,353.8553772
7.33514595,354.0672913
7.368479252,354.3005066
7.401812553,354.2578125
7.435145855,354.2546387
7.468479633,354.835144
7.501812935,354.8350525
7.535146236,355.4244995
7.568479538,355.0346069
7.60181284,355.3085327
7.635146141,355.8262634
7.668479443,355.45047
7.701812744,355.5127563
7.735146046,355.632019
7.768479347,355.3824768
7.801812649,355.3414307
7.83514595,356.5436096
7.868479252,356.184021
7.901812553,356.4648743
7.935145855,356.6487427
7.968479633,356.2797852
8.001812935,356.7155151
8.03514576,356.672699
8.068479538,357.0116272
8.101812363,357.0194397
8.135146141,357.388092
8.168478966,357.5570679
8.201812744,357.0592651
8.235146523,357.454071
8.268479347,357.8573303
8.301813126,357.8167114
8.33514595,358.1248474
8.368479729,357.7536316
8.401812553,358.1227722
8.435146332,358.1031799
8.468479156,358.6124268
8.501812935,358.389679
8.53514576,358.4027405
8.568479538,358.8927002
8.601812363,359.0266724
8.635146141,358.7650452
8.668478966,359.1586609
8.701812744,359.2599487
8.735146523,359.7085876
8.768479347,359.4056091
8.801813126,360.137207
8.83514595,360.0769958
8.868479729,360.1610413
8.901812553,360.226593
8.935146332,360.5985718
8.968479156,360.3482056
9.001812935,360.6353149
9.03514576,360.5948181
9.068479538,360.743927
9.101812363,361.4324646
9.135146141,360.8305359
9.168478966,361.4313354
9.201812744,361.6069336
9.235146523,361.0765381
9.268479347,361.3217773
9.301813126,361.6885986
9.33514595,361.9754028
9.368479729,361.8805542
9.401812553,362.1225586
9.435146332,361.7897339
9.468479156,361.9120789
9.501812935,362.5784607
9.53514576,362.5783997
9.568479538,362.8468628
9.601812363,363.1776123
9.635146141,363.2434998
9.668478966,362.9559937
9.701812744,363.7299805
9.735146523,362.8544617
9.768479347,363.2869873
9.801813126,363.8753662
9.83514595,363.7384644
9.868479729,363.5615234
9.901812553,364.0502319
9.935146332,364.5596313
9.968479156,363.8574219
10.00181293,363.8076782
10.03514576,364.1785889
10.06847954,364.3843994
10.10181236,364.8053284
10.13514614,364.4998779
10.16847897,364.6039734
10.20181274,364.6156921
10.23514652,364.5994263
10.26847935,364.8544922
10.30181313,364.911377
10.33514595,365.3200989
10.36847973,365.1506653
10.40181255,365.2804871
10.43514633,365.0625
10.46847916,365.7576904
10.50181293,366.065155
10.53514576,365.7290955
10.56847954,365.8286743
10.60181236,366.2026672
10.63514614,366.2485962
10.66847897,365.6169739
10.70181274,366.6209106
10.73514652,366.445282
10.76847935,366.4813232
10.80181313,367.2295837
10.83514595,366.5452576
10.86847973,367.0845032
10.90181255,367.1703491
10.93514633,366.8781738
10.96847916,366.7287598
11.00181293,366.9735718
11.03514576,367.0974426
11.06847954,367.3643799
11.10181236,367.4386292
11.13514614,367.8340759
11.16847897,367.7789307
11.20181274,367.6405029
11.23514652,367.8500061
11.26847935,367.7378845
11.30181313,367.9981079
11.33514595,367.6954956
11.36847973,367.6982422
11.40181255,368.677063
11.43514633,368.690979
11.46847916,368.6130981
11.50181293,368.6928406
11.53514576,368.2182922
11.56847954,368.5079651
11.60181236,368.5992126
11.63514614,369.2884827
11.66847897,368.755127
11.70181274,368.3904724
11.73514652,368.7278748
11.76847935,368.6733093
11.80181313,368.9506226
11.83514595,368.917572
11.86847973,369.5706177
11.90181255,369.6570435
11.93514633,369.1976318
11.96847916,369.1924744
12.00181293,369.7864685
12.03514576,369.2346497
12.06847954,369.4368896
12.10181236,369.8778076
12.13514614,369.3957825
12.16847897,370.1701965
12.20181274,369.5239258
12.23514652,369.7229919
12.26847935,370.0906067
12.30181313,370.5736084
12.33514595,370.4458618
12.36847973,370.5292969
12.40181255,370.6125793
12.43514633,370.3085022
12.46847916,370.1998291
12.50181293,370.6673889
12.53514576,371.2823792
12.56847954,370.7117004
12.60181236,370.8225403
12.63514614,370.6671448
12.66847897,370.7976379
12.70181274,370.5681152
12.73514652,371.0191956
12.76847935,370.8892212
12.80181313,371.11203
12.83514595,371.2865601
12.86847973,371.3664246
12.90181255,371.4265137
12.93514633,371.3423157
12.96847916,371.2872009
13.00181293,371.2750549
13.03514576,371.2383118
13.06847954,371.2628784
13.10181236,371.5198975
13.13514614,371.5723267
13.16847897,371.4764404
13.20181274,371.5238953
13.23514652,371.5859375
13.26847935,371.3617249
13.30181313,371.759491
13.33514595,371.177948
13.36847973,372.0065002
13.40181255,372.3367615
13.43514633,372.184906
13.46847916,371.8132629
13.50181293,371.8933411
13.53514576,372.414978
13.56847954,372.7202454
13.60181236,372.6471252
13.63514614,372.4129333
13.66847897,372.5380859
13.70181274,372.1861267
13.73514652,372.2465515
13.76847935,372.7121582
13.80181313,372.354248
13.83514595,372.798584
13.86847973,372.4389038
13.90181255,372.3565674
13.93514633,372.4251099
13.96847916,372.2163391
14.00181293,372.1911316
14.03514576,372.7851563
14.06847954,372.3670654
14.10181236,372.2367554
14.13514614,372.4874268
14.16847897,372.5540771
14.20181274,372.3878174
14.23514652,372.2313843
14.26847935,372.7355347
14.30181313,372.9083252
14.33514595,372.6682739
14.36847973,373.4960022
14.40181255,372.7164612
14.43514633,372.825531
14.46847916,372.6545715
14.50181293,372.8520813
14.53514576,372.1546021
14.56847954,372.9305725
14.60181236,372.4284363
14.63514614,372.82547
14.66847897,373.0220947
14.70181274,372.9795227
14.73514652,372.5513
14.76847935,373.2389832
14.80181313,373.0324097
14.83514595,372.776947
14.86847973,372.6688538
14.90181255,372.6247864
14.93514633,372.8048401
14.96847916,373.2483215
15.00181293,373.1068726
